-69.82	-102.16	-17.97
179.53	-35.0	-68.67
-199.56	-32.92	301.05
127.3	59.8	-38.04
72.17	194.49	59.05
-11.21	31.04	57.14
-33.37	89.14	-39.38
206.91	14.98	107.88
51.94	63.55	1.71
71.91	44.83	40.4
-478.95	43.0	-251.63
-15.0	-44.19	-5.25
97.71	-2.15	-16.83
212.85	26.26	67.95
236.6	5.59	111.98
535.88	-79.39	-65.29
103.47	5.09	84.0
-68.82	10.99	62.23
-46.35	38.99	195.36
30.25	30.4	158.4
-94.4	-44.27	107.24
-261.06	56.27	130.75
454.82	-9.06	-78.03
-408.56	46.44	-50.59
138.87	7.62	-55.51
158.34	19.15	-96.74
-157.24	-55.81	-24.85
193.89	-25.18	161.49
-70.91	13.5	-78.96
-89.94	12.91	201.44
-98.64	-37.17	242.1
-247.97	-52.25	483.64
50.44	77.54	64.42
187.92	6.82	179.32
-70.52	18.35	33.01
-237.96	-18.06	132.31
-88.65	-45.92	68.73
264.1	65.93	53.62
-8.16	-7.8	79.65
-336.68	25.95	66.52
-124.83	23.63	-1.84
110.32	100.05	-40.54
163.11	44.48	-105.3
-63.04	16.78	248.77
-10.51	9.62	8.74
122.57	-6.55	201.19
-436.45	-3.0	-136.02
450.3	-31.76	35.44
-67.28	-50.19	-30.06
155.08	-2.5	-263.44
-169.2	32.62	67.46
369.06	82.41	-25.86
-592.37	36.59	-46.56
90.08	-38.5	181.66
-375.48	-27.55	-26.49
-2.2	-7.64	282.62
-42.62	3.77	-9.77
-98.05	46.03	53.7
-26.5	-20.45	-124.0
-229.47	61.53	259.17
115.52	28.18	63.54
-167.1	-49.65	143.82
-200.95	-21.09	-29.21
-111.94	-4.79	-64.76
221.65	-36.48	-150.21
361.77	28.35	259.74
-247.08	-85.5	163.29
-30.71	1.71	61.02
221.58	36.38	-49.29
-300.12	-29.97	155.09
352.09	-107.52	6.71
-84.49	55.41	-23.81
107.78	-13.72	24.91
262.32	38.61	74.9
-100.28	49.64	-46.77
163.49	62.22	22.13
103.23	-42.64	-137.19
54.71	-3.97	28.32
164.6	16.52	-44.02
357.72	63.3	-50.33
23.19	39.54	18.19
-92.37	14.09	-70.62
-447.06	1.79	-257.7
387.86	-27.32	-265.91
186.5	43.42	-44.12
-187.88	37.81	141.2
-91.64	-32.27	35.37
131.96	49.43	-220.34
-324.73	-12.75	79.42
54.85	51.04	121.51
-167.0	71.64	102.96
332.59	73.09	78.9
162.87	-51.43	-9.51
-203.53	-10.01	-20.84
-40.58	20.44	-7.6
237.04	67.63	45.99
404.93	104.65	-151.36
229.31	59.59	-76.31
319.57	2.18	-89.43
-154.73	-43.44	-118.9
208.99	9.53	42.37
-308.36	-45.12	186.78
362.45	52.38	-56.46
-0.68	52.27	-126.11
321.94	43.77	-76.39
182.55	-13.42	57.43
-354.82	-11.84	-148.24
218.76	-63.6	-54.89
-92.61	-56.7	66.99
447.85	-82.01	119.46
-171.94	47.52	79.92
-61.66	-12.87	274.57
72.92	22.12	-95.51
-305.88	41.91	293.72
-99.15	17.82	-129.03
228.1	2.31	94.56
166.54	28.6	99.56
67.11	-36.24	73.29
84.49	49.68	-32.47
280.85	82.9	-135.21
-33.11	-46.81	179.31
139.56	91.29	-97.85
595.51	104.89	2.49
-80.33	103.18	-13.29
134.24	67.4	230.05
294.26	-20.76	63.66
60.02	2.25	162.48
215.21	37.99	127.06
337.25	9.41	-109.2
-296.53	-30.04	71.59
39.88	46.34	-95.8
282.34	-99.63	68.06
37.62	94.63	194.09
52.23	60.83	308.82
8.28	-30.91	242.68
-165.48	-52.78	-168.8
-88.6	-97.5	43.66
68.6	59.09	-128.25
-224.9	18.02	191.96
-0.85	15.07	4.5
384.39	33.66	61.45
90.8	51.39	-138.16
21.14	-63.74	163.44
285.5	63.64	89.39
104.6	76.15	158.94
-209.71	13.25	41.67
348.09	-125.36	166.71
-105.48	41.09	67.57
-156.42	-12.32	-26.09
-172.3	-37.31	253.25
90.02	58.43	145.27
-49.55	-14.61	162.94
-42.86	87.03	30.75
35.34	0.57	191.01
-158.11	-40.5	-76.34
132.92	41.69	37.24
-84.28	-8.68	164.09
-129.99	0.5	-26.35
23.58	-39.55	66.45
59.09	20.51	91.45
-188.41	81.36	133.04
288.47	54.2	56.25
7.02	-39.34	44.23
-345.53	13.42	142.87
-41.02	-92.38	9.52
43.77	0.97	-75.11
441.42	7.14	36.4
329.36	-11.57	223.42
402.31	-53.03	69.37
491.87	-30.47	-60.29
258.59	43.2	-60.32
-290.01	-6.74	8.81
79.27	-29.97	93.93
180.14	9.85	99.4
-194.9	-20.77	69.96
-145.43	-38.4	118.98
-193.47	27.64	69.94
-144.68	41.79	18.7
-42.54	99.2	238.5
-85.31	31.47	-71.97
-104.8	40.92	34.16
-35.77	-5.73	7.07
-128.35	-26.73	-40.97
-180.46	-33.68	343.17
203.91	55.69	202.17
204.36	-21.33	-102.34
-302.99	46.68	28.82
198.38	-34.37	144.46
-181.88	-15.31	155.79
89.6	18.87	22.45
415.75	67.95	185.82
-166.02	25.97	27.26
239.77	-109.47	170.2
201.19	-24.87	-89.52
155.37	-38.44	84.04
181.37	10.28	7.52
33.69	40.0	-30.66
201.5	-13.67	100.21
-118.59	7.04	-59.51
-121.77	22.46	162.93
-98.2	-12.51	52.7
-104.48	-8.65	210.51
148.52	34.96	195.1
-297.46	37.13	29.24
-315.55	39.33	200.75
-62.17	-66.27	137.0
203.78	65.48	79.93
-254.95	32.25	-123.64
77.92	75.62	114.71
144.12	-40.78	32.92
-128.11	-1.28	-52.69
-17.59	17.0	-41.58
33.75	-4.09	182.33
-360.25	-67.55	-8.17
366.78	48.23	-47.1
-74.1	-6.47	268.27
264.94	109.55	143.9
-189.84	31.82	-107.61
216.29	-30.94	157.59
-364.21	-41.64	286.21
-181.35	-18.46	-178.56
-256.7	6.69	113.62
137.88	-1.34	13.54
-211.89	4.61	-66.39
84.46	23.69	285.28
-99.99	65.46	50.83
54.29	-23.21	38.43
200.37	-20.01	-84.47
471.49	18.89	-39.13
115.23	37.28	169.74
2.15	50.32	-114.79
-36.06	3.65	93.04
190.97	-62.59	-79.35
-173.88	-52.12	116.54
142.01	60.84	-196.32
225.7	137.24	137.53
-47.41	-43.64	43.58
36.08	33.5	173.71
-54.79	63.52	250.74
71.77	-75.82	-31.64
353.36	43.95	213.04
-252.01	53.78	164.49
-77.46	44.59	-71.1
13.86	20.57	209.69
601.03	34.41	84.97
-221.25	-14.26	112.38
104.09	45.62	-252.08
136.22	-19.47	38.78
-289.47	58.56	220.21
5.29	43.56	110.83
200.3	-25.18	39.72
-249.0	53.65	135.32
214.14	24.74	-138.81
61.02	53.06	34.11
-106.39	118.94	2.8
-543.55	-9.64	103.14
329.02	33.03	114.43
488.85	-11.11	134.14
169.8	28.03	132.82
78.11	-60.56	169.26
-95.31	37.33	79.07
157.55	21.45	97.23
-261.73	1.39	-55.89
-18.09	70.89	350.83
-99.37	-31.32	-28.93
-166.68	21.49	12.74
-436.73	7.27	-60.34
1.59	24.18	-119.19
-369.68	34.43	100.47
-73.08	-10.64	101.1
-13.1	16.46	187.82
-90.43	-89.37	91.39
182.51	30.96	60.21
-0.78	-1.68	4.33
105.79	4.05	76.74
-123.65	-78.61	151.16
-169.16	-18.81	232.09
155.87	64.57	140.08
89.67	127.21	287.86
-28.47	82.72	58.57
-308.11	94.2	5.75
-93.18	-40.9	36.06
-102.59	25.91	66.4
66.66	-13.53	4.12
89.06	-68.55	164.72
137.11	-13.17	269.73
-213.29	5.01	50.31
-13.11	0.59	181.93
128.26	39.08	12.56
168.74	-47.0	50.57
299.56	91.29	-104.65
-75.82	86.88	-81.15
228.43	137.52	31.21
88.92	17.01	-153.78
-202.17	40.43	-188.74
-56.23	8.19	17.44
6.79	11.2	276.86
120.66	29.03	-29.18
-453.05	-14.69	25.0
40.82	-42.82	277.31
-23.79	-18.43	-144.8
-54.31	-23.33	116.81
162.28	-57.21	3.76
-207.41	37.14	-122.15
-26.4	-76.28	-64.06
110.15	11.67	78.33
287.23	116.27	200.04
315.5	-21.8	147.26
-8.27	-70.4	-101.4
89.97	58.16	191.93
149.59	27.5	37.55
85.83	0.86	36.18
-126.56	3.37	50.55
282.8	8.6	-17.71
110.01	-31.59	-102.79
-128.98	90.19	-88.83
-9.39	12.2	-23.89
40.75	0.32	-310.22
-216.56	96.6	99.95
-36.54	68.13	51.46
-256.8	68.39	116.43
-151.92	28.29	63.72
106.29	40.23	47.3
99.14	12.27	4.76
103.08	-10.57	-225.99
-18.72	5.02	9.26
107.95	-32.59	222.4
-89.6	-61.0	-109.09
-356.32	-64.13	76.37
59.92	41.42	30.89
265.47	20.48	-20.0
-284.37	40.25	197.27
-190.95	60.86	74.92
361.08	-4.58	65.99
423.22	-31.5	126.53
159.26	-39.04	18.65
-370.26	-17.22	34.14
168.04	-55.75	-167.11
241.1	24.3	108.3
-69.97	92.73	-2.72
199.75	-29.52	109.76
150.2	137.57	-188.04
-74.76	53.4	36.38
-150.87	47.85	-151.23
-43.32	53.98	110.19
362.7	50.75	181.81
129.22	9.79	16.47
-71.85	35.67	96.43
20.54	102.24	279.41
122.02	-18.12	66.13
365.05	52.99	98.89
9.44	-63.41	117.97
-55.73	34.72	31.5
-101.47	39.29	228.02
38.35	56.2	5.88
123.03	58.46	-218.3
-180.2	55.89	79.79
343.96	-51.26	-108.73
220.18	3.36	184.86
-15.0	31.51	-7.7
-394.03	-40.82	244.29
-254.34	52.29	24.3
161.09	49.16	-38.0
169.43	-25.46	-112.86
-50.67	-17.47	-197.25
403.46	-34.91	138.17
358.08	-80.59	38.2
-140.22	-38.64	114.75
43.71	12.09	-55.27
49.5	20.92	-56.77
129.84	-48.4	-41.48
-13.41	-6.64	-8.68
-85.86	10.61	42.54
127.51	-3.76	51.75
332.22	28.52	-125.18
117.68	135.44	216.24
-39.23	1.68	78.75
91.42	-0.84	26.97
53.27	20.42	118.8
231.98	67.25	-77.12
155.15	96.17	89.16
-332.4	-81.44	6.23
10.99	11.44	77.51
70.83	-64.53	1.68
249.45	-85.02	214.22
-187.73	-28.22	-228.34
-228.96	-28.72	250.08
113.93	48.99	260.9
-179.88	42.67	38.02
46.27	-17.09	-5.71
143.92	130.91	-54.94
180.48	-57.58	-176.46
364.83	-90.31	154.7
199.22	16.28	19.64
472.48	55.53	111.02
147.82	69.56	212.41
133.26	22.72	-70.33
-213.98	-53.12	-6.47
135.6	40.18	242.82
13.75	68.48	27.47
362.94	90.29	79.23
-98.76	-37.84	91.25
260.98	-31.08	-44.74
545.49	51.93	139.87
-32.87	60.19	78.69
-399.87	57.6	184.27
-179.41	24.69	228.7
283.67	-6.17	67.33
47.2	-26.76	239.25
-161.19	-50.31	82.32
-267.74	7.76	131.26
450.64	77.08	225.08
-11.24	9.89	-168.87
